title,brand,categories,description,tags,image-link,site-link
"Superfood Soft-Baked Dog Chews – Banana, Berries & Salmon 75g",Denzel's,"['For The Home', 'Pets Supplies', 'Dog Treats']","Let your dog enjoy natural, soft-baked chews with a superfood boost! Denzel’s superfood dog chews are low sugar, low calorie and made with natural ingredients such as banana, berries and salmon! These healthy and tasty dog chews are the perfect snack size. All Denzel’s dog chews are hypoallergenic, free from artificial additives and grain-free! They are even hand-baked in their UK bakery over sustainable wood chip ovens.","['Natural', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/denzel-superfood-chews-600x600.jpg,https://www.peacewiththewild.co.uk/product/superfood-soft-baked-dog-chews-banana-berries-salmon-75g/
Sloe Gin Truffles,Cocoa Loco,"['Food & Drink', 'Chocolate']","Smooth and rich mouthfuls of Sloe Gin and organic milk chocolate heaven that will have you hiding the box and scoffing the lot! Made with a subtle Sloe gin ganache and tumbled in raspberry, these Fairtrade Milk Chocolate Sloe Gin truffles are to die for. Perfect as a chocolate gift to someone who likes the finer things in life, or simply a gift to yourself if you are a chocolate lover. As always, handmade with love from West Sussex. These Milk Chocolate Sloe Gin Truffles are available in PLASTIC FREE, compostable packaging and are organic, Fairtrade certified and palm oil free!","['Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/03/cocoa-sloe-gin-truffles-2-600x600.jpg,https://www.peacewiththewild.co.uk/product/sloe-gin-truffles/
Eucalyptus Essential Oil – 12ml,The Nature Of Things,"['For The Home', 'Essential Oils']",A fantastic collection of essential oils from The Nature of Things. Considered to be an essential part of the sustainable toolkit this essential oil has a fresh aromatic and woody scent.  A popular ingredient in cold remedies.,"['Vegan', 'Natural', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/05/eucalyptus-essential-oil-12ml-600x600.jpg,https://www.peacewiththewild.co.uk/product/eucalyptus-essential-oil-12ml/
Soothing Skin Balm with Frankincense & Lavender – 60ml,Valley Mist,['Mama & Baby'],"This 100% natural baby and adult balm by Valley Mist is perfect for both soothing and protecting sensitive skin. Handmade using a blend of organic beeswax, raw shea butter, rose hip and calendula oil, combined together these natural ingredients create a fantastic balm to combat nappy rash.  This is an incredibly soothing and skin loving product you will want to keep using long after finishing breast feeding. Particularly good for all skin types including men’s skin.","['Natural', 'Recyclable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/valley-mist-baby-soothing-skin-balm-600x600.jpg,https://www.peacewiththewild.co.uk/product/soothing-skin-balm-with-frankincense-lavender-60ml/
Beam Highlighter,Fat & The Moon,"['Makeup', 'Eyes', 'Eyeshadows']","Handmade in California by Fat And The Moon, Beam is a shimmering highlighter made from 100% natural, organic ingredients. Beam is great to use for a dewy look, it’s ideal for festivals and parties as well as a daily highlighter.","['Natural', 'Recyclable', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/08/Fat-the-Moon-Beam-Highlighter-600x600.jpg,https://www.peacewiththewild.co.uk/product/fat-and-the-moon-beam-highlighter/
Eyebrow Mascara – Dark Blond 052,ZAO,"['Makeup', 'Eyes', 'Brows']","The Eyebrow Mascara in 052 Dark Blond is ideal for defining, coloring and adding volume to eyebrows. It also adds substance to thin or sparse eyebrows and intensity to light eyebrows. Its formula is enriched with organic castor oil, which is effective in protecting and strengthening the hair and boosting its growth. This particular shade will add intensity to lighter eyebrows and help define and shape your brows.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/11/zao-052-mascara-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/eyebrow-mascara-dark-blond-052/
Large Nappy Wet Bags – Vintage Orchard,Marley's Monsters,"['Mama & Baby', 'Wet Bags']","Marley’s Monsters large wet bags are perfect for used cloth nappies and wipes while on-the-go. In a Vintage Orchard print, perfect for adding a touch of eco vintage style and colour this summer! With a leak proof PUL liner inside, printed cotton exterior and a gold metal zip, these wet bags are durable and premium quality. These lined nappy bags can also be used for wet swimwear, cosmetics and toiletries.","['Handmade', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/marley-monster-nappy-bag-orchard-600x600.jpg,https://www.peacewiththewild.co.uk/product/marleys-monsters-large-nappy-wet-bags-vintage-orchard/
Sophie Conran Trowel,Burgon & Ball,"['For The Home', 'Gardening', 'Garden Tools']","Perfect for potting and planting, Burgon & Ball hand trowel designed by Sophie Conran is an eco friendly garden tool essential. Sustainably made with Sustainably beechwood and polished stainless steel. Contemporary and practical, Sophie Conran for Burgon & Ball hand trowel also comes with 10 years manufacture guarantee! Beautifully presented in a gift box the Sophie Conran hand trowel is the perfect gift for a keen gardener.","['Vegan', 'Natural', 'Plastic Free', 'Sustainable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/04/burgon-ball-trowel-gift-box-600x600.jpg,https://www.peacewiththewild.co.uk/product/burgon-ball-sophie-conran-trowel/
Peppermint Tea,NEMI Teas,"['Food & Drink', 'Tea']","A refreshing Peppermint tea from Nemi Teas. A carefully-assembled blend of European, Egyptian and American peppermint designed to give a blast of refreshing minty coolness.","['Vegan', 'Palm Oil Free', 'Natural', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/09/nemi-tea-peppermint-600x600.jpg,https://www.peacewiththewild.co.uk/product/peppermint-tea/
Rough Paws & Nose Balm – 30g,Paws Right There,"['For The Home', 'Pets Supplies', 'Paw Salves']","This 100% natural, vegan, and cruelty-free balm is perfect for soothing and hydrating your dog’s dry, cracked paws and nose. Infused with jojoba oil, shea butter, and calendula, it helps to repair and protect against environmental irritants, rough surfaces, and weather conditions. Suitable for all dogs, including those with skin folds or sensitive areas, this balm is non-toxic, safe if licked, and comes in eco-friendly packaging. A must-have for keeping your dog’s skin soft, supple, and healthy. This unscented balm is a versatile, all-purpose solution that can be used on all areas of your dog’s body, including the nose.","['Vegan', 'Natural', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2025/03/Rough-paws-and-snout-600x594.jpg,https://www.peacewiththewild.co.uk/product/rough-paws-nose-balm-30g/
Lint Remover,Eco Max,['For The Home'],"Easy-to-use, sturdy lint remover especially for wool and cashmere textiles. Body in stainless steel, handle in wood. Remove hair, pet hair, lint, fluff with ease. Simply glide over the surface and watch the lint remover pick up everything the hoover missed or washing machine left. Due to the metal comb, there is no need for sticky rolls leaving residue on your fingers and you aren’t left with any dirty looking rollers.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/06/Lint-Remover-600x600.jpg,https://www.peacewiththewild.co.uk/product/lint-remover/
Castile Liquid Soap Glacier,Little Blue Hen,"['For The Home', 'Household Cleaning']","Glacier Castile Soap is natural and gentle on your skin. Scented with rosemary and peppermint essential oil, this is a perfect soap for household cleaning which doubles up nicely for the use on your face and body.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/11/lbh-glacier-blue-soap-600x594.jpg,https://www.peacewiththewild.co.uk/product/castile-liquid-soap-glacier-little-blue-hen/
"Nut Butter Soft-Baked Dog Chews – Peanut, Cashews & Turkey 75g",Denzel's,"['For The Home', 'Pets Supplies', 'Dog Treats']","A wonderful source of protein and fibre! Denzel’s nut butter dog chews are made with 100% natural ingredients such as Peanut, Cashews & Turkey! These healthy, low calorie dog chews are perfect when training or treating your furry friend after a long walk. With healthy oils and fats which help fight cholesterol! All Denzel’s soft-baked dog chews are hypoallergenic, low sugar, contain nothing artificial and grain-free! They are even hand-baked in their UK bakery over sustainable wood chip ovens.","['Natural', 'Plastic Free', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/denzel-nut-butter-chew-600x600.jpg,https://www.peacewiththewild.co.uk/product/denzels-nut-butter-soft-baked-dog-chews-peanut-cashews-turkey-75g/
Large Stainless Steel Square Food Container,A Slice of Green,"['On-The-Go', 'All Lunch Boxes', 'Stainless Steel Lunch Boxes']","A large square stainless steel container by A Slice Of Green. Ideal for salads, lunches and storing leftovers in the fridge. A Slice Of Green square container is durable and will last you a life time if cared for.","['Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/large-square-container-2.jpg,https://www.peacewiththewild.co.uk/product/large-stainless-steel-square-food-container/
Antibac Multi-Surface Cleaner Refill  – Lime & Matcha,neat.,"['For The Home', 'Household Cleaning']","Get your surfaces brilliantly clean with the neat Lime and Matcha Anti-Bac Surface Cleaner. Packed full of powerfully plant-based ingredients that kill 99.9% of bacteria whilst cutting through tough grease and grime – it’s the perfect all-rounder for everyday kitchen spills and messes. Free from single-use plastic, dyes, parabens and phosphates and full of biodegradable ingredients that make cleaning a breeze. All without the plastic waste. Vibrant citrus notes with creamy musk and sandalwood scent that makes cleaning a joy. The bottle is made from aluminium, keeping your cleaning solutions fresh in style. The sleek design would look the part in any cupboard. Simply mix your concentrate with water, shake and spray away the germs! Starter Pack available : Click here!","['Vegan', 'Palm Oil Free', 'Recyclable', 'Biodegradable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/09/neat-lime-matcha-refill-600x594.jpg,https://www.peacewiththewild.co.uk/product/antibac-multi-surface-cleaner-refill-lime-matcha/
Shampoo Bar – Orange & Bergamot – Oily Hair,Bain & Savon,"['Haircare', 'All Shampoo', 'Shampoo Bars']","Orange and Bergamot Shampoo Bar is a deeply cleansing & nourishing shampoo, scented with a blend of Bergamot and Orange essential oils that not only make it smell divine, but also give it a boost of cleansing power. Especially suited for oily hair as the bergamot adds a clarifying citrus boost with natural astringent properties, effectively unblocking hair follicles, reducing bacteria, and combating excessive oiliness on the scalp. Handmade in the UK by Bain & Savon.","['Vegan', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/04/bS-orange-and-berg-600x600.jpg,https://www.peacewiththewild.co.uk/product/botanical-shampoo-bar-orange-bergamot-60g/
Cocktail Mix – Blue Lagoon,Quai Sud,['Food & Drink'],"The Blue Lagoon cocktail mix provides you with all the ingredients you need to make this popular fun cocktail. Add the contents to 70cl of vodka, give it a shake and leave to infuse for 48 hours. Once the vodka is infused strain a double shot over ice in a highball glass, add orange juice or lemonade and sit back, relax and enjoy this refreshing cocktail. Makes up to 20 cocktails.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/01/uberstar-cocktail-mix-blue-lagoon-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/cocktail-mix-blue-lagoon/
Blue Stripe Turkish Towel – Quick Dry Chappie,Ebb Flow Cornwall,"['For The Home', 'Turkish Towels']","A stunning handcrafted Hammam towel featuring a white stripe pattern on a quick drying weave, beautifully handmade by Turkish artisans using Aegean cotton. With a lightweight, quick dry weave, this Turkish towel is easy to travel with yet, still absorbent. As the name suggests this Turkish towel is extremely quick drying and folds up nice and small.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/blue-quick-dry-chappie-ebb-flow-cornwall-600x600.jpg,https://www.peacewiththewild.co.uk/product/blue-stripe-turkish-towel-quick-dry-chappie/
Agarwood Specialiste Hand Rolled Incense – 10 Sticks,Sacred Elephant,"['For The Home', 'Incense Sticks']","A luxurious hand rolled incense by Sacred Elephant. Sandalwood is part of the sacred elephant Specialiste Collection, using the finest ingredients for a clean and natural burn. Specialiste Agarwood is scented with one of the rarest most precious natural ingredients available, Assam Agarwood. Gloriously rich top notes coupled with waves of camphor give way to a warm and sensuous base.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/06/Sacred-Elephant-Specialist-Agarwood-Main-600x600.jpg,https://www.peacewiththewild.co.uk/product/agarwood-specialiste-hand-rolled-incense-10-sticks/
